URL,Rank,Name,Year,Length,Rating,Genre,Description,iTunesURL
https://www.boxofficemojo.com/release/rl2002617857/?ref_=bo_yld_table_36,36,John Carter,2012,133.0,PG-13,Sci-Fi & Fantasy,"Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior.",https://itunes.apple.com/us/movie/john-carter/id508656568?uo=4
https://www.boxofficemojo.com/release/rl1952351745/?ref_=bo_yld_table_37,37,Les Misérables,2012,158.0,PG-13,Drama,"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",https://itunes.apple.com/us/movie/les-mis%C3%A9rables-2012/id592746206?uo=4
https://www.boxofficemojo.com/release/rl2118157825/?ref_=bo_yld_table_38,38,Act of Valor,2012,110.0,R,Action & Adventure,An elite team of Navy SEALs embark on a covert mission to recover a kidnapped CIA agent.,https://itunes.apple.com/us/movie/act-of-valor/id525002527?uo=4
https://www.boxofficemojo.com/release/rl3662644737/?ref_=bo_yld_table_39,39,Django Unchained,2012,165.0,R,Action & Adventure,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi.",https://itunes.apple.com/us/movie/django-unchained/id1217954531?uo=4
https://www.boxofficemojo.com/release/rl3427436033/?ref_=bo_yld_table_40,40,Contraband,2012,110.0,R,Action & Adventure,"To protect his brother-in-law from a drug lord, a former smuggler heads to Panama to score millions of dollars in counterfeit bills.",https://itunes.apple.com/us/movie/contraband/id501939731?uo=4
https://www.boxofficemojo.com/release/rl3059844609/?ref_=bo_yld_table_41,41,Looper,2012,119.0,R,Action & Adventure,"In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.",https://itunes.apple.com/us/movie/looper/id575490887?uo=4
https://www.boxofficemojo.com/release/rl1130399233/?ref_=bo_yld_table_42,42,Madea's Witness Protection,2012,115.0,PG-13,Comedy,A Wall Street investment banker who has been set up as the linchpin of his company's mob-backed Ponzi scheme is relocated with his family to Aunt Madea's southern home.,https://itunes.apple.com/us/movie/tyler-perrys-madeas-witness-protection/id554300707?uo=4
https://www.boxofficemojo.com/release/rl3259336193/?ref_=bo_yld_table_43,43,Battleship,2012,132.0,PG-13,Action & Adventure,A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.,https://itunes.apple.com/us/movie/battleship/id532875377?uo=4
https://www.boxofficemojo.com/release/rl1953531393/?ref_=bo_yld_table_44,44,Mirror Mirror,2012,106.0,PG,Kids & Family,An evil queen steals control of a kingdom and an exiled princess enlists the help of seven resourceful rebels to win back her birthright.,https://itunes.apple.com/us/movie/mirror-mirror/id534849483?uo=4
https://www.boxofficemojo.com/release/rl2487977473/?ref_=bo_yld_table_45,45,Chronicle,2012,84.0,PG-13,Action & Adventure,Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their darker sides.,https://itunes.apple.com/us/movie/chronicle/id505098635?uo=4
https://www.boxofficemojo.com/release/rl3949495809/?ref_=bo_yld_table_46,46,Pitch Perfect,2012,112.0,PG-13,Comedy,"Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",https://itunes.apple.com/us/movie/pitch-perfect/id568624173?uo=4
https://www.boxofficemojo.com/release/rl1817675265/?ref_=bo_yld_table_47,47,Hope Springs,2012,100.0,PG-13,Comedy,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.",https://itunes.apple.com/us/movie/hope-springs/id575757236?uo=4
https://www.boxofficemojo.com/release/rl2172028417/?ref_=bo_yld_table_49,49,Underworld: Awakening,2012,89.0,R,Action & Adventure,"When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.",https://itunes.apple.com/us/movie/underworld-awakening/id507012624?uo=4
https://www.boxofficemojo.com/release/rl2103477761/?ref_=bo_yld_table_50,50,The Lucky One,2012,102.0,PG-13,Romance,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,https://itunes.apple.com/us/movie/the-lucky-one/id528581157?uo=4
https://www.boxofficemojo.com/release/rl2958001665/?ref_=bo_yld_table_51,51,The Dictator,2012,83.0,R,Comedy,The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.,https://itunes.apple.com/us/movie/the-dictator/id546266420?uo=4
https://www.boxofficemojo.com/release/rl3715401217/?ref_=bo_yld_table_53,53,Titanic,2012,195.0,PG-13,Romance,(2012 3D Release),https://itunes.apple.com/us/movie/titanic/id545892907?uo=4
https://www.boxofficemojo.com/release/rl4067001857/?ref_=bo_yld_table_55,55,ParaNorman,2012,92.0,PG,Kids & Family,"A misunderstood boy takes on ghosts, zombies and grown-ups to save his town from a centuries-old curse.",https://itunes.apple.com/us/movie/paranorman/id1518693659?uo=4
https://www.boxofficemojo.com/release/rl1249150465/?ref_=bo_yld_table_56,56,This Means War,2012,98.0,PG-13,Comedy,C.I.A. operatives wage an epic battle on each other when they discover they are dating the same woman.,https://itunes.apple.com/us/movie/this-means-war/id506600700?uo=4
https://www.boxofficemojo.com/release/rl1013614081/?ref_=bo_yld_table_57,57,Project X,2012,88.0,R,Comedy,"3 high school seniors throw a birthday party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",https://itunes.apple.com/us/movie/project-x/id518466125?uo=4
https://www.boxofficemojo.com/release/rl964331009/?ref_=bo_yld_table_58,58,The Woman in Black,2012,95.0,PG-13,Drama,A young solicitor travels to a remote village where he discovers that the vengeful ghost of a scorned woman is terrorizing the locals.,https://itunes.apple.com/us/movie/the-woman-in-black/id519509195?uo=4
https://www.boxofficemojo.com/release/rl1716487681/?ref_=bo_yld_table_60,60,The Devil Inside,2012,83.0,R,Horror,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.",https://itunes.apple.com/us/movie/the-devil-inside/id519397393?uo=4
https://www.boxofficemojo.com/release/rl375817729/?ref_=bo_yld_table_62,62,The Odd Life of Timothy Green,2012,105.0,PG,Drama,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",https://itunes.apple.com/us/movie/the-odd-life-of-timothy-green/id569218260?uo=4
https://www.boxofficemojo.com/release/rl3595929089/?ref_=bo_yld_table_63,63,Ghost Rider: Spirit of Vengeance,2012,96.0,PG-13,Action & Adventure,"Johnny Blaze, tortured by the Ghost Rider's curse, gets a chance of redemption through protecting the Devil's son, whose father is pursuing him.",https://itunes.apple.com/us/movie/ghost-rider-spirit-of-vengeance/id516148071?uo=4
https://www.boxofficemojo.com/release/rl3143075329/?ref_=bo_yld_table_64,64,The Grey,2012,117.0,R,Drama,"After their plane crashes in Alaska, six oil workers are led by a skilled huntsman to survival, but a pack of merciless wolves haunts their every step.",https://itunes.apple.com/us/movie/the-grey/id509441682?uo=4
https://www.boxofficemojo.com/release/rl1265468929/?ref_=bo_yld_table_65,65,Red Tails,2012,125.0,PG-13,Action & Adventure,"A crew of African American pilots in the Tuskegee training program, having faced segregation while kept mostly on the ground during World War II, are called into duty under the guidance of Col. A.J. Bullard.",https://itunes.apple.com/us/movie/red-tails/id516928894?uo=4
https://www.boxofficemojo.com/release/rl3142551041/?ref_=bo_yld_table_66,66,The Possession,2012,92.0,PG-13,Horror,"A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.",https://itunes.apple.com/us/movie/the-possession/id572189364?uo=4
https://www.boxofficemojo.com/release/rl2692449793/?ref_=bo_yld_table_67,67,Diary of a Wimpy Kid: Dog Days,2012,95.0,PG,Kids & Family,"School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?",https://itunes.apple.com/us/movie/diary-of-a-wimpy-kid-dog-days/id564143373?uo=4
https://www.boxofficemojo.com/release/rl2591131137/?ref_=bo_yld_table_68,68,Sinister,2012,110.0,R,Horror,Washed-up true crime writer Ellison Oswalt finds a box of super 8 home movies in his new home that suggest the murder that he is currently researching is the work of a serial killer whose legacy dates back to the 1960s.,https://itunes.apple.com/us/movie/sinister/id579761425?uo=4
https://www.boxofficemojo.com/release/rl256148993/?ref_=bo_yld_table_69,69,Beauty and the Beast,2012,131.0,PG,Kids & Family,(2012 3D Release),https://itunes.apple.com/us/movie/beauty-and-the-beast-2017/id1212678379?uo=4
https://www.boxofficemojo.com/release/rl2758182401/?ref_=bo_yld_table_70,70,Jack Reacher,2012,131.0,PG-13,Action & Adventure,A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.,https://itunes.apple.com/us/movie/jack-reacher/id607990004?uo=4
https://www.boxofficemojo.com/release/rl2758772225/?ref_=bo_yld_table_71,71,Savages,2012,131.0,R,Thriller,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,https://itunes.apple.com/us/movie/savages/id554513991?uo=4
https://www.boxofficemojo.com/release/rl2504295937/?ref_=bo_yld_table_72,72,The Best Exotic Marigold Hotel,2012,124.0,PG-13,Comedy,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than advertised, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways.",https://itunes.apple.com/us/movie/the-best-exotic-marigold-hotel/id511070134?uo=4
https://www.boxofficemojo.com/release/rl1701152257/?ref_=bo_yld_table_73,73,Moonrise Kingdom,2012,94.0,PG-13,Comedy,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",https://itunes.apple.com/us/movie/moonrise-kingdom/id537947696?uo=4
https://www.boxofficemojo.com/release/rl2876540417/?ref_=bo_yld_table_75,75,The Three Stooges,2012,92.0,PG,Comedy,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality television show.",https://itunes.apple.com/us/movie/the-three-stooges/id525912278?uo=4
https://www.boxofficemojo.com/release/rl39421441/?ref_=bo_yld_table_77,77,Here Comes the Boom,2012,105.0,PG,Comedy,A high-school biology teacher looks to become a successful mixed martial arts fighter in an effort to raise money to prevent extracurricular activities from being axed at his cash-strapped school.,https://itunes.apple.com/us/movie/here-comes-the-boom/id585627496?uo=4
https://www.boxofficemojo.com/release/rl1785562625/?ref_=bo_yld_table_79,79,Red Dawn,2012,93.0,PG-13,Action & Adventure,A group of teenagers look to save their town from an invasion of North Korean soldiers.,https://itunes.apple.com/us/movie/red-dawn-2012/id588584247?uo=4
https://www.boxofficemojo.com/release/rl1349682689/?ref_=bo_yld_table_80,80,Star Wars: Episode I - The Phantom Menace,2012,136.0,PG,Action & Adventure,(2012 3D Release),https://itunes.apple.com/us/movie/star-wars-the-phantom-menace/id975080816?uo=4
https://www.boxofficemojo.com/release/rl2389542401/?ref_=bo_yld_table_81,81,Resident Evil: Retribution,2012,96.0,R,Action & Adventure,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.,https://itunes.apple.com/us/movie/resident-evil-retribution/id573468327?uo=4
https://www.boxofficemojo.com/release/rl3259598337/?ref_=bo_yld_table_82,82,The Cabin in the Woods,2012,95.0,R,Horror,"Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.",https://itunes.apple.com/us/movie/the-cabin-in-the-woods/id531670645?uo=4
https://www.boxofficemojo.com/release/rl3799549441/?ref_=bo_yld_table_83,83,What to Expect When You're Expecting,2012,110.0,PG-13,Comedy,"Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby and realize that no matter what you plan for, life does not always deliver what is expected.",https://itunes.apple.com/us/movie/what-to-expect-when-youre-expecting/id543460362?uo=4
https://www.boxofficemojo.com/release/rl2706605569/?ref_=bo_yld_table_84,84,Finding Nemo,2012,102.0,G,Kids & Family,(2012 3D Release),https://itunes.apple.com/us/movie/finding-nemo/id255295077?uo=4
https://www.boxofficemojo.com/release/rl4233201153/?ref_=bo_yld_table_85,85,End of Watch,2012,109.0,R,Action & Adventure,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",https://itunes.apple.com/us/movie/end-of-watch/id574178894?uo=4
https://www.boxofficemojo.com/release/rl1749190145/?ref_=bo_yld_table_87,87,This Is 40,2012,134.0,R,Comedy,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",https://itunes.apple.com/us/movie/this-is-40/id592089278?uo=4
https://www.boxofficemojo.com/release/rl1198294529/?ref_=bo_yld_table_89,89,Rock of Ages,2012,123.0,PG-13,Musicals,A small-town girl and a city boy meet on the Sunset Strip while pursuing their Hollywood dreams.,https://itunes.apple.com/us/movie/rock-of-ages/id542917698?uo=4
https://www.boxofficemojo.com/release/rl591431169/?ref_=bo_yld_table_90,90,Abraham Lincoln: Vampire Hunter,2012,106.0,R,Action & Adventure,"Abraham Lincoln, the 16th President of the United States, discovers vampires are planning to take over the United States. He makes it his mission to eliminate them.",https://itunes.apple.com/us/movie/abraham-lincoln-vampire-hunter/id553405356?uo=4
https://www.boxofficemojo.com/release/rl2306377217/?ref_=bo_yld_table_91,91,Lawless,2012,116.0,R,Drama,"Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.",https://itunes.apple.com/us/movie/lawless/id1217954385?uo=4
https://www.boxofficemojo.com/release/rl2908128769/?ref_=bo_yld_table_92,92,That's My Boy,2012,116.0,R,Comedy,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent until Todd's 18th birthday. Now Donny resurfaces just before Todd's wedding after years apart, sending the groom-to-be's world crashing down.",https://itunes.apple.com/us/movie/thats-my-boy/id563564510?uo=4
https://www.boxofficemojo.com/release/rl3849815553/?ref_=bo_yld_table_93,93,Trouble with the Curve,2012,111.0,PG-13,Drama,"A daughter tries to remedy her dysfunctional relationship with her ailing father, a decorated baseball scout, by helping him in a recruiting trip which could be his last.",https://itunes.apple.com/us/movie/trouble-with-the-curve/id570142505?uo=4
https://www.boxofficemojo.com/release/rl4049896961/?ref_=bo_yld_table_94,94,The Watch,2012,102.0,R,Comedy,Four men who form a neighborhood watch group as a way to get out of their day-to-day family routines find themselves defending the Earth from an alien invasion.,https://itunes.apple.com/us/movie/the-watch/id563320104?uo=4
https://www.boxofficemojo.com/release/rl3681781249/?ref_=bo_yld_table_95,95,Step Up Revolution,2012,99.0,PG-13,Drama,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",https://itunes.apple.com/us/movie/step-up-revolution/id556422180?uo=4
https://www.boxofficemojo.com/release/rl3897853441/?ref_=bo_yld_table_96,96,Good Deeds,2012,110.0,PG-13,Drama,"Businessman Wesley Deeds is jolted out of his scripted life when he meets Lindsey, a single mother who works on the cleaning crew in his office building.",https://itunes.apple.com/us/movie/tyler-perrys-good-deeds/id511876537?uo=4
https://www.boxofficemojo.com/release/rl2169669121/?ref_=bo_yld_table_97,97,Frankenweenie,2012,88.0,PG,Kids & Family,"When a boy's beloved dog passes away suddenly, he attempts to bring the animal back to life through a powerful science experiment.",https://itunes.apple.com/us/movie/frankenweenie/id570830865?uo=4
https://www.boxofficemojo.com/release/rl2204730881/?ref_=bo_yld_table_98,98,Parental Guidance,2012,105.0,PG,Comedy,Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,https://itunes.apple.com/us/movie/parental-guidance/id598396923?uo=4
https://www.boxofficemojo.com/release/rl1665238529/?ref_=bo_yld_table_100,100,2016: Obama's America,2012,88.0,PG,Documentary,"A documentary that examines the question, ""If Barack Obama wins a second term, where will we be in 2016?""",https://itunes.apple.com/us/movie/2016-obamas-america/id564420645?uo=4
https://www.boxofficemojo.com/release/rl1834518017/?ref_=bo_yld_table_101,101,House at the End of the Street,2012,101.0,PG-13,Thriller,"After moving with her mother to a small town, a teenager finds that an accident happened in the house at the end of the street. Things get more complicated when she befriends a boy. A double murder is not an accident.",https://itunes.apple.com/us/movie/house-at-the-end-of-the-street/id575468770?uo=4
https://www.boxofficemojo.com/release/rl1179682305/?ref_=bo_yld_table_102,102,Extremely Loud & Incredibly Close,2012,129.0,PG-13,Drama,"A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001.",https://itunes.apple.com/us/movie/extremely-loud-incredibly-close/id499166754?uo=4
https://www.boxofficemojo.com/release/rl4050159105/?ref_=bo_yld_table_103,103,The Pirates! Band of Misfits,2012,88.0,PG,Kids & Family,Pirate Captain sets out on a mission to defeat his rivals Black Bellamy and Cutlass Liz for the Pirate of the year Award. The quest takes Captain and his crew from the shores of Blood Island to the foggy streets of Victorian London.,https://itunes.apple.com/us/movie/the-pirates-band-of-misfits/id527049179?uo=4
https://www.boxofficemojo.com/release/rl3109914113/?ref_=bo_yld_table_104,104,Joyful Noise,2012,118.0,PG-13,Comedy,"G.G. Sparrow faces off with her choir's newly appointed director, Vi Rose Hill, over the group's direction as they head into a national competition.",https://itunes.apple.com/us/movie/joyful-noise/id501255259?uo=4
https://www.boxofficemojo.com/release/rl1296795137/?ref_=bo_yld_table_106,106,Chimpanzee,2012,79.0,G,Documentary,"Meet adorable young chimp Oscar and his fellow mayhem-creating buddies, who see the world as their playground. Full of curiosity, joy and a love for mimicking others, these are some of the most extraordinary personalities in the jungle.",https://itunes.apple.com/us/movie/disneynature-chimpanzee/id547832732?uo=4
https://www.boxofficemojo.com/release/rl1332839937/?ref_=bo_yld_table_108,108,Silver Linings Playbook,2012,122.0,R,Drama,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",https://itunes.apple.com/us/movie/silver-linings-playbook/id1217954443?uo=4
https://www.boxofficemojo.com/release/rl256542209/?ref_=bo_yld_table_109,109,Cloud Atlas,2012,172.0,R,Drama,"An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.",https://itunes.apple.com/us/movie/cloud-atlas/id585810604?uo=4
https://www.boxofficemojo.com/release/rl3009840641/?ref_=bo_yld_table_110,110,One for the Money,2012,91.0,PG-13,Action & Adventure,"Unemployed and newly-divorced Stephanie Plum lands a job at her cousin's bail-bond business, where her first assignment puts her on the trail of a wanted local cop from her romantic past.",https://itunes.apple.com/us/movie/one-for-the-money/id497920520?uo=4
https://www.boxofficemojo.com/release/rl3879765505/?ref_=bo_yld_table_111,111,Alex Cross,2012,101.0,PG-13,Thriller,A homicide detective is pushed to the brink of his moral and physical limits as he tangles with a ferociously skilled hired killer who specializes in torture and pain.,https://itunes.apple.com/us/movie/alex-cross/id578738924?uo=4
https://www.boxofficemojo.com/release/rl3277686273/?ref_=bo_yld_table_112,112,Part of Me,2012,94.0,PG,Music Documentaries,"A look at the life, career and music of singer Katy Perry as we follow her on the California Dreams World Tour.",https://itunes.apple.com/us/movie/katy-perry-the-movie-part-of-me/id541309979?uo=4
https://www.boxofficemojo.com/release/rl3748693505/?ref_=bo_yld_table_114,114,Sparkle,2012,116.0,PG-13,Drama,"In the 1960s, three sisters form a girl group and soon become local sensations with major label interest, but fame becomes a challenge as the close-knit family begins to fall apart.",https://itunes.apple.com/us/movie/sparkle/id570933337?uo=4
https://www.boxofficemojo.com/release/rl3026552321/?ref_=bo_yld_table_115,115,The Guilt Trip,2012,96.0,PG-13,Comedy,"As inventor Andy Brewster is about to embark on the road trip of a lifetime, a quick stop at his mom's house turns into an unexpected cross-country voyage with her along for the ride.",https://itunes.apple.com/us/movie/the-guilt-trip/id599961390?uo=4
https://www.boxofficemojo.com/release/rl2724955649/?ref_=bo_yld_table_117,117,Premium Rush,2012,91.0,PG-13,Action & Adventure,"In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.",https://itunes.apple.com/us/movie/premium-rush/id571420439?uo=4
https://www.boxofficemojo.com/release/rl492865025/?ref_=bo_yld_table_118,118,Big Miracle,2012,107.0,PG,Action & Adventure,"In small-town Alaska, a news reporter recruits his Greenpeace-volunteer ex-girlfriend on a campaign to save a family of gray whales trapped by rapidly-forming ice in the Arctic Circle.",https://itunes.apple.com/us/movie/big-miracle/id507384865?uo=4
https://www.boxofficemojo.com/release/rl2036696577/?ref_=bo_yld_table_119,119,"Monsters, Inc.",2012,93.0,G,Kids & Family,(2012 3D Release),https://itunes.apple.com/us/movie/monsters-inc/id265727985?uo=4
https://www.boxofficemojo.com/release/rl2739045889/?ref_=bo_yld_table_120,120,The Secret World of Arrietty,2012,94.0,G,Action & Adventure,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.",https://itunes.apple.com/us/movie/the-secret-world-of-arrietty/id1485801664?uo=4
https://www.boxofficemojo.com/release/rl2539030017/?ref_=bo_yld_table_121,121,Haywire,2012,93.0,R,Action & Adventure,A black ops super soldier seeks payback after she is betrayed and set up during a mission.,https://itunes.apple.com/us/movie/haywire/id503864219?uo=4
https://www.boxofficemojo.com/release/rl493061633/?ref_=bo_yld_table_122,122,Man on a Ledge,2012,102.0,PG-13,Thriller,"As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.",https://itunes.apple.com/us/movie/man-on-a-ledge/id514553187?uo=4
https://www.boxofficemojo.com/release/rl3846342145/?ref_=bo_yld_table_123,123,A Thousand Words,2012,91.0,PG-13,Comedy,"After stretching the truth on a deal with a spiritual guru, literary agent Jack McCall finds a Bodhi tree on his property. Its appearance holds a valuable lesson on the consequences of every word he speaks.",https://itunes.apple.com/us/movie/a-thousand-words/id524404544?uo=4
https://www.boxofficemojo.com/release/rl1967883777/?ref_=bo_yld_table_124,124,Chernobyl Diaries,2012,86.0,R,Horror,"Six tourists hire an extreme tour guide who takes them to the abandoned city Pripyat, the former home to the workers of the Chernobyl nuclear reactor. During their exploration, they soon discover they are not alone.",https://itunes.apple.com/us/movie/chernobyl-diaries/id540281704?uo=4
https://www.boxofficemojo.com/release/rl1550943745/?ref_=bo_yld_table_125,125,Silent Hill: Revelation,2012,95.0,R,Horror,"When her adoptive father disappears, Sharon Da Silva is drawn into a strange and terrifying alternate reality that holds answers to the horrific nightmares that have plagued her since childhood.",https://itunes.apple.com/us/movie/silent-hill-revelation/id583701589?uo=4
https://www.boxofficemojo.com/release/rl3229189633/?ref_=bo_yld_table_126,126,Wanderlust,2012,98.0,R,Comedy,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",https://itunes.apple.com/us/movie/wanderlust/id509812315?uo=4
https://www.boxofficemojo.com/release/rl1751680513/?ref_=bo_yld_table_127,127,The Perks of Being a Wallflower,2012,103.0,PG-13,Drama,An introvert freshman is taken under the wings of two seniors who welcome him to the real world.,https://itunes.apple.com/us/movie/the-perks-of-being-a-wallflower/id563720795?uo=4
https://www.boxofficemojo.com/release/rl40863233/?ref_=bo_yld_table_128,128,Safe,2012,95.0,R,Action & Adventure,"Mei, a young girl whose memory holds a priceless numerical code, finds herself pursued by the Triads, the Russian mob, and corrupt NYC cops. Coming to her aid is an ex-cage fighter whose life was destroyed by the gangsters on Mei's trail.",https://itunes.apple.com/us/movie/safe/id521038566?uo=4
https://www.boxofficemojo.com/release/rl3966010881/?ref_=bo_yld_table_129,129,To Rome with Love,2012,112.0,R,Comedy,"The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.",https://itunes.apple.com/us/movie/to-rome-with-love/id574132119?uo=4
https://www.boxofficemojo.com/release/rl896370177/?ref_=bo_yld_table_130,130,The Raven,2012,110.0,R,Thriller,"When a madman begins committing horrific murders inspired by Edgar Allan Poe's works, a young Baltimore detective joins forces with Poe to stop him from making his stories a reality.",https://itunes.apple.com/us/movie/the-raven/id562537576?uo=4
https://www.boxofficemojo.com/release/rl2422441473/?ref_=bo_yld_table_131,131,The Master,2012,138.0,R,Drama,A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by the Cause and its charismatic leader.,https://itunes.apple.com/us/movie/the-master/id1224378288?uo=4
https://www.boxofficemojo.com/release/rl727942657/?ref_=bo_yld_table_132,132,The Man with the Iron Fists,2012,95.0,R,Action & Adventure,"On the hunt for a fabled treasure of gold, a band of warriors, assassins, and a rogue British soldier descend upon a village in feudal China, where a humble blacksmith looks to defend himself and his fellow villagers.",https://itunes.apple.com/us/movie/the-man-with-the-iron-fists/id582073048?uo=4
https://www.boxofficemojo.com/release/rl1164871169/?ref_=bo_yld_table_133,133,Seven Psychopaths,2012,110.0,R,Comedy,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.,https://itunes.apple.com/us/movie/seven-psychopaths/id587751804?uo=4
https://www.boxofficemojo.com/release/rl1565165057/?ref_=bo_yld_table_134,134,Killing Them Softly,2012,97.0,R,Drama,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",https://itunes.apple.com/us/movie/killing-them-softly/id1217961850?uo=4
https://www.boxofficemojo.com/release/rl2019657217/?ref_=bo_yld_table_135,135,Lockout,2012,95.0,PG-13,Action & Adventure,A man wrongly convicted of conspiracy to commit espionage against the U.S. is offered his freedom if he can rescue the President's daughter from an outer-space prison taken over by violent inmates.,https://itunes.apple.com/us/movie/lockout-unrated/id540138002?uo=4
https://www.boxofficemojo.com/release/rl2589558273/?ref_=bo_yld_table_136,136,Hit and Run,2012,100.0,R,Action & Adventure,Former getaway driver Charles Bronson jeopardizes his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles. The feds and Charles' former gang chase them on the road.,https://itunes.apple.com/us/movie/hit-run-2012/id568610224?uo=4
https://www.boxofficemojo.com/release/rl2823718401/?ref_=bo_yld_table_137,137,Dredd,2012,96.0,R,Sci-Fi & Fantasy,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.",https://itunes.apple.com/us/movie/dredd/id570852344?uo=4
https://www.boxofficemojo.com/release/rl1584498177/?ref_=bo_yld_table_138,138,Silent House,2012,86.0,R,Horror,A girl is trapped inside her family's lakeside retreat and becomes unable to contact the outside world as supernatural forces haunt the house with mysterious energy and consequences.,https://itunes.apple.com/us/movie/silent-house/id519344043?uo=4
https://www.boxofficemojo.com/release/rl946570753/?ref_=bo_yld_table_139,139,Playing for Keeps,2012,106.0,PG-13,Comedy,A former sports star who's fallen on hard times starts coaching his son's football team as a way to get his life together. His attempts to become an adult are met with challenges from the attractive football moms who pursue him at every turn.,https://itunes.apple.com/us/movie/playing-for-keeps/id597077583?uo=4
https://www.boxofficemojo.com/release/rl342394369/?ref_=bo_yld_table_140,140,People Like Us,2012,115.0,PG-13,Drama,"While settling his recently deceased father's estate, a salesman discovers he has a sister whom he never knew about, leading both siblings to re-examine their perceptions about family and life choices.",https://itunes.apple.com/us/movie/people-like-us/id546824020?uo=4
https://www.boxofficemojo.com/release/rl2404681217/?ref_=bo_yld_table_141,141,Gone,2012,95.0,PG-13,Horror,A woman is convinced her kidnapper has returned when her sister goes missing.,https://itunes.apple.com/us/movie/gone/id514526304?uo=4
